numero_inscricao,query,requisicao,recomendacao_llm
210059980946,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM db.enem.base_enem t
WHERE nu_inscricao = 210059980946;
",Sucesso,"Olá! Vamos analisar o seu desempenho na redação do Enem, considerando que você obteve uma nota total de 940 pontos. A redação é avaliada com base em cinco competências, e a soma das notas em cada uma delas resulta na nota final.

### Desempenho na Redação:
Com uma nota de 940, você possui uma média de 188 pontos por competência. Vamos verificar o que essa pontuação pode indicar em relação ao seu desempenho em cada competência:

1. **Competência 1 (Domínio da Língua Portuguesa)**: 
   - Nota: 188 (Muito bom domínio)
   - Sugestão: Continue praticando a gramática e a ortografia. Ler mais textos bem escritos pode ajudar ainda mais a fortalecer seu domínio da língua.

2. **Competência 2 (Desenvolvimento do Tema)**: 
   - Nota: 188 (Boa argumentação)
   - Sugestão: Tente diversificar seu repertório sociocultural e suas referências. Pesquise mais sobre temas atuais e como diferentes áreas do conhecimento podem se relacionar com eles.

3. **Competência 3 (Organização e Interpretação de Informações)**: 
   - Nota: 188 (Organização consistente)
   - Sugestão: Continue organizando suas ideias de forma clara. Pratique a estrutura do texto dissertativo-argumentativo, assegurando que suas informações estejam sempre conectadas a um ponto de vista central.

4. **Competência 4 (Coesão e Coerência)**: 
   - Nota: 188 (Boa articulação)
   - Sugestão: Utilize mais conectivos e variabilidade nos recursos coesivos. Isso ajudará a melhorar a fluidez do texto e a ligação entre as partes.

5. **Competência 5 (Proposta de Intervenção)**: 
   - Nota: 188 (Proposta bem elaborada)
   - Sugestão: Continue detalhando suas propostas de intervenção, assegurando que elas estejam plenamente articuladas com a discussão apresentada no texto. Pense em ações concretas e viáveis para o problema abordado.

### Comparativo com a Média:
Infelizmente, os dados sobre a média do estado e da cidade não estão disponíveis. No entanto, uma nota de 940 é considerada muito boa e geralmente está acima da média nacional, o que indica que você está se saindo muito bem em comparação a outros alunos.

### Recomendações Gerais:
- **Leitura**: Leia mais obras literárias, artigos e ensaios para melhorar seu vocabulário e estilo de escrita.
- **Prática**: Escreva redações regularmente, abordando temas variados, para se familiarizar ainda mais com a estrutura dissertativa.
- **Feedback**: Se possível, peça para que professores ou colegas revisem suas redações e ofereçam feedback construtivo.

Você já está em um bom caminho! Continue praticando e buscando melhorias. Boa sorte nos seus estudos!"
210059855121,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM database.schema.table WHERE nu_inscricao = 210059855121)
     AND no_municipio_esc = (SELECT no_municipio_esc FROM database.schema.table WHERE nu_inscricao = 210059855121)) AS media_municipio,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM database.schema.table WHERE nu_inscricao = 210059855121)) AS media_estado
FROM 
    database.schema.table 
WHERE 
    nu_inscricao = 210059855121;
",Falha,
210059085135,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059085135;
",Sucesso,"Caro aluno,

Você obteve uma nota total de 540 na redação do Enem. Essa nota é a soma das notas das cinco competências avaliadas, que variam de 0 a 200 pontos cada. É importante analisar o desempenho em cada competência para identificar áreas de melhoria.

Primeiramente, vamos classificar sua performance em relação às competências:

1. **Competência 1 (Domínio da modalidade escrita formal da Língua Portuguesa):** 
   - Se sua nota estiver entre 161 e 200, você demonstra excelente domínio. Entre 121 e 160, bom domínio. Entre 81 e 120, domínio mediano. Entre 41 e 80, domínio insuficiente. Entre 1 e 40, domínio precário.
   
2. **Competência 2 (Compreensão da proposta de redação):**
   - A nota segue a mesma lógica, então avalie sua argumentação e estrutura dissertativa.
   
3. **Competência 3 (Seleção e organização de informações):**
   - Da mesma forma, verifique se suas informações foram bem organizadas e defendem um ponto de vista.
   
4. **Competência 4 (Mecanismos linguísticos):**
   - Analise se utilizou bem os conectivos e a coesão do texto.
   
5. **Competência 5 (Proposta de intervenção):**
   - Avalie se sua proposta foi clara, detalhada e respeitou os direitos humanos.

Infelizmente, não temos os dados específicos de desempenho médio da sua cidade e estado, mas geralmente, uma nota de 540 é considerada uma pontuação razoável, mas que pode ser melhorada para alcançar notas mais altas.

### Sugestões de Melhoria:

1. **Competência 1:**
   - Revise as regras gramaticais e pratique a escrita formal. Leia textos bem escritos para aprimorar seu vocabulário e estilo.

2. **Competência 2:**
   - Pratique a construção de argumentos claros e coerentes. Utilize repertórios socioculturais variados, como dados estatísticos ou citações de especialistas, para enriquecer suas ideias.

3. **Competência 3:**
   - Organize suas ideias em um esboço antes de escrever. Isso ajudará a garantir que cada parágrafo se conecte com o argumento central.

4. **Competência 4:**
   - Aprofunde-se em técnicas de coesão textual. Use conectivos de forma variada para evitar repetições e melhorar a fluidez do texto.

5. **Competência 5:**
   - Ao elaborar sua proposta de intervenção, tenha em mente que ela deve ser prática e viável. Pense em ações que podem ser implementadas de forma realista e que respeitem os direitos humanos.

Para um bom desempenho no Enem, é fundamental praticar a escrita regularmente, revisar textos anteriores e buscar feedback de professores ou colegas. Considere também participar de grupos de estudo ou oficinas de redação, se possível.

Se precisar de mais orientações ou exemplos práticos, não hesite em pedir! Boa sorte em sua jornada para melhorar sua redação!"
210059527734,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao AS sua_nota,
    AVG(nu_nota_redacao) AS media_nota_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059527734)) AS media_nota_cidade
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210059527734
GROUP BY 
    no_municipio_esc, sg_uf_esc;
",Falha,
210061103944,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.enem.base_enem t
WHERE 
    nu_inscricao = 210061103944;
",Falha,
210060214086,"
SELECT 
    b.nu_inscricao,
    b.nu_nota_redacao,
    AVG(b.nu_nota_redacao) FILTER (WHERE b.sg_uf_esc = 'sua_sigla_uf') AS media_estado,
    AVG(b.nu_nota_redacao) FILTER (WHERE b.no_municipio_esc = 'sua_cidade') AS media_cidade
FROM 
    db.enem.base_enem b
WHERE 
    b.nu_inscricao = 210060214086
GROUP BY 
    b.nu_inscricao, b.nu_nota_redacao;
",Sucesso,
210059388092,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao, 
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059388092;
",Sucesso,
210059980947,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    AVG(nu_nota_redacao) OVER (PARTITION BY sg_uf_esc) AS media_estado,
    AVG(nu_nota_redacao) OVER (PARTITION BY no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210059980947;
",Sucesso,
210059855119,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = e.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = e.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem e
WHERE 
    nu_inscricao = 210059855119;
",Sucesso,
210058387330,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = t.no_municipio_esc) AS media_municipio
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210058387330;
",Sucesso,
210059085133,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059085133;
",Sucesso,
210061103942,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    tp_status_redacao,
    nu_nota_comp1,
    nu_nota_comp2,
    nu_nota_comp3,
    nu_nota_comp4,
    nu_nota_comp5,
    nu_nota_redacao,
    AVG(nu_nota_redacao) OVER (PARTITION BY sg_uf_esc) AS media_estado,
    AVG(nu_nota_redacao) OVER (PARTITION BY no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210061103942;
",Sucesso,
210059388090,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059388090;
",Sucesso,
210059980945,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = e.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = e.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem e
WHERE 
    nu_inscricao = 210059980945;
",Sucesso,
210058061537,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = e.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = e.no_municipio_esc) AS media_cidade
FROM db.enem.base_enem e
WHERE nu_inscricao = 210058061537;
",Sucesso,
210058387331,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao AS sua_nota,
    AVG(nu_nota_redacao) OVER (PARTITION BY no_municipio_esc) AS media_municipio,
    AVG(nu_nota_redacao) OVER (PARTITION BY sg_uf_esc) AS media_estado
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210058387331;
",Sucesso,
210059085134,"
SELECT 
    ne.nu_inscricao,
    ne.nu_nota_redacao,
    ne.no_municipio_esc,
    ne.sg_uf_esc,
    AVG(ne.nu_nota_redacao) OVER (PARTITION BY ne.sg_uf_esc) AS media_estado,
    AVG(ne.nu_nota_redacao) OVER (PARTITION BY ne.no_municipio_esc) AS media_municipio
FROM 
    db.enem.base_enem ne
WHERE 
    ne.nu_inscricao = 210059085134;
",Sucesso,
210060801599,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210060801599;
",Sucesso,
210059527733,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao AS nota_aluno,
    AVG(nu_nota_redacao) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM database.schema.table WHERE nu_inscricao = 210059527733)) AS media_cidade
FROM 
    database.enem.base_enem
WHERE 
    nu_inscricao = 210059527733
GROUP BY 
    no_municipio_esc, sg_uf_esc;
",Falha,
210058941499,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao, 
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210058941499;
",Sucesso,
210059959486,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059959486;
",Sucesso,
210058573821,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210058573821;
",Sucesso,
210059246977,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059246977;
",Sucesso,
210059589782,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc AND no_municipio_esc = t.no_municipio_esc) AS media_local,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059589782;
",Sucesso,
210058941500,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc AND no_municipio_esc = t.no_municipio_esc) AS media_municipio,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado
FROM db.enem.base_enem t
WHERE nu_inscricao = 210058941500;
",Sucesso,
210059959487,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059959487)
     AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059959487)) AS media_municipio,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059959487)) AS media_estado
FROM 
    db.enem.base_enem 
WHERE 
    nu_inscricao = 210059959487;
",Sucesso,
210059982325,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059982325;
",Sucesso,
210060440980,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.enem.base_enem t
WHERE 
    nu_inscricao = 210060440980;
",Falha,
210060373830,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060373830)) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210060373830)) AS media_cidade
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210060373830;
",Sucesso,
210061103946,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210061103946;
",Sucesso,
210060214088,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_inscricao, 
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.enem.base_enem t
WHERE 
    nu_inscricao = 210060214088;
",Falha,
210059388093,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.enem.base_enem t
WHERE 
    nu_inscricao = 210059388093;
",Falha,
210059980949,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao, 
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado, 
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade 
FROM 
    db.enem.base_enem t 
WHERE 
    nu_inscricao = 210059980949;
",Sucesso,
210058061540,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_municipio
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210058061540;
",Sucesso,
210058387334,"
SELECT 
    b.no_municipio_esc,
    b.sg_uf_esc,
    b.nu_nota_redacao AS nota_aluno,
    AVG(b.nu_nota_redacao) FILTER (WHERE b.sg_uf_esc = 'SUA_UF') AS media_estado,
    AVG(b.nu_nota_redacao) FILTER (WHERE b.no_municipio_esc = 'SUA_CIDADE') AS media_cidade
FROM 
    db.enem.base_enem b
WHERE 
    b.nu_inscricao = 210058387334
GROUP BY 
    b.no_municipio_esc, b.sg_uf_esc, b.nu_nota_redacao;
 

Substitua 'SUA_UF' pela sigla da sua unidade federativa e 'SUA_CIDADE' pelo nome da sua cidade.",Falha,
210059085138,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao AS sua_nota,
    AVG(nu_nota_redacao) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059085138)
     AND sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059085138)) AS media_cidade
FROM 
    db.enem.base_enem 
WHERE 
    nu_inscricao = 210059085138;
",Falha,
210061103947,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210061103947;
",Sucesso,
210059388094,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210059388094;
",Sucesso,
210059246972,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.enem.base_enem t
WHERE 
    nu_inscricao = 210059246972;
",Falha,
210061234981,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao AS minha_nota,
    AVG(nu_nota_redacao) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061234981)
       AND sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061234981)) AS media_cidade
FROM 
    db.enem.base_enem 
WHERE 
    nu_inscricao = 210061234981
GROUP BY 
    no_municipio_esc, sg_uf_esc;
",Falha,
210061327761,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = e.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = e.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem e
WHERE 
    nu_inscricao = 210061327761;
",Sucesso,
210059587846,"
SELECT 
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059587846)
     AND no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059587846)) AS media_municipio,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059587846)) AS media_estado
FROM db.enem.base_enem 
WHERE nu_inscricao = 210059587846;
",Sucesso,
210058941492,"
SELECT 
    no_municipio_esc, 
    sg_uf_esc, 
    nu_nota_redacao, 
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM database.schema.table 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    database.schema.table t
WHERE 
    nu_inscricao = 210058941492;
",Falha,
210059959482,"
SELECT 
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059959482)
     GROUP BY sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210059959482)
     GROUP BY no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem 
WHERE 
    nu_inscricao = 210059959482;
",Sucesso,
210058573817,"
SELECT 
    no_municipio_esc,
    sg_uf_esc,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE sg_uf_esc = t.sg_uf_esc) AS media_estado,
    (SELECT AVG(nu_nota_redacao) 
     FROM db.enem.base_enem 
     WHERE no_municipio_esc = t.no_municipio_esc) AS media_cidade
FROM 
    db.enem.base_enem t
WHERE 
    nu_inscricao = 210058573817;
",Sucesso,
210061234982,"
SELECT 
    b.no_municipio_esc,
    b.sg_uf_esc,
    b.nu_inscricao,
    b.nu_nota_redacao,
    AVG(b.nu_nota_redacao) OVER (PARTITION BY b.sg_uf_esc) AS media_nota_estado,
    AVG(b.nu_nota_redacao) OVER (PARTITION BY b.no_municipio_esc) AS media_nota_cidade
FROM 
    db.enem.base_enem b
WHERE 
    b.nu_inscricao = 210061234982;
",Sucesso,
210061337583,"
SELECT 
    nu_inscricao,
    nu_nota_redacao,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE sg_uf_esc = (SELECT sg_uf_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061337583)) AS media_estado,
    (SELECT AVG(nu_nota_redacao) FROM db.enem.base_enem WHERE no_municipio_esc = (SELECT no_municipio_esc FROM db.enem.base_enem WHERE nu_inscricao = 210061337583)) AS media_cidade
FROM 
    db.enem.base_enem
WHERE 
    nu_inscricao = 210061337583;
",Sucesso,
